divesite,country,region,location,X,Y
C  B  Benson Wreck,Canada,Ontario,Lake Erie,42.77103333,-79.24348333
Carlingford Wreck,Canada,Ontario,Lake Erie,42.65571667,-79.47655
Brown Brothers Wreck,Canada,Ontario,Lake Erie,42.62666667,-80.09833333
Atlantic Wreck,Canada,Ontario,Lake Erie,42.51033333,-80.08476667
Annie Falconer Wreck,Canada,Ontario,Lake Ontario,43.96433333,-76.80166667
17 Fathom Wreck,Canada,Ontario,Lake Erie,42.65171667,-80.05241667
SS Saganaga Wreck,Canada,Newfoundland Labrador,,47.58333333,-52.97
SS Rose Castle Wreck,Canada,Newfoundland Labrador,,47.6,-52.96666667
SS Lord Strathcona Wreck,Canada,Newfoundland Labrador,,47.58666667,-52.95833333
Roche Carree,Canada,Quebec,,48.50779113,-64.17045593
Birchy Head,Canada,Nova Scotia,,44.56824447,-64.03690338
Cameron Bay,Canada,Alberta,,49.04392685,-113.9140606
Upper Kananaskis Lake,Canada,Alberta,,50.61134958,-115.1240158
Kahnawake Quarry,Canada,Quebec,,45.40148056,-73.68253889
Les phoques,Canada,Quebec,Parc National de Forillon,48.81669837,-64.27746534
Le Vieux,Canada,Quebec,Parc National de Forillon,48.75019038,-64.15852547
Baie de la Vieille,Canada,Quebec,Parc National de Forillon,48.74883216,-64.16187286
Petit Gaspí©,Canada,Quebec,Parc National de Forillon,48.80438333,-64.24641944
Grande Grave,Canada,Quebec,Parc National de Forillon,48.79270278,-64.22604722
Anse-aux-sauvages,Canada,Quebec,Parc National de Forillon,48.76697222,-64.19315556
Sacacomie,Canada,Quebec,,46.51794167,-73.229375
China,Canada,Ontario,Lake Huron,45.24957337,-81.69446468
Cascaden,Canada,Ontario,Lake Huron,45.23286298,-81.71592236
Big Tub Lighthouse Point,Canada,Ontario,Lake Huron,45.2581344,-81.6722399
The Tugs,Canada,Ontario,Lake Huron,45.2584516,-81.66126966
The Anchor,Canada,Ontario,Lake Huron,45.25794444,-81.66793333
Green River,Canada,Ontario,,44.74630652,-79.32452917
Big Bay Point,Canada,Ontario,,44.40337296,-79.52256203
Waome,Canada,Ontario,,45.07892253,-79.52464342
City of Grand Rapids,Canada,Ontario,Lake Huron,45.25514744,-81.68027043
Philo Scoville,Canada,Ontario,Lake Huron,45.26866494,-81.69977546
James C  King,Canada,Ontario,Lake Huron,45.26726803,-81.7091471
Caroline Rose,Canada,Ontario,Lake Huron,45.24223333,-81.57623333
The Caves,Canada,Ontario,Lake Huron,45.24552465,-81.52397275
Dave s Bay,Canada,Ontario,Lake Huron,45.24952427,-81.61253929
Sweepstakes,Canada,Ontario,Lake Huron,45.25526073,-81.68068886
American,Canada,Ontario,,44.45353431,-75.80877542
Steep Island,Canada,British Columbia,,50.07911667,-125.2535806
Neils Harbour,Canada,Nova Scotia,,46.80734458,-60.32901764
Murray Point,Canada,Nova Scotia,,46.29850051,-60.54591179
The Muff,Canada,Nova Scotia,,44.3638848,-64.2011404
Seal Rock,Canada,Nova Scotia,,44.35873787,-64.2112577
The Bluff,Canada,Nova Scotia,,44.3481588,-64.22457218
HMCS Saguenay,Canada,Nova Scotia,,44.31666667,-64.21666667
Anemones Alley,Canada,Nova Scotia,,44.33342623,-64.28186417
Peach Passage,Canada,Nova Scotia,,44.34840431,-64.30632591
Evelyn,Canada,Nova Scotia,,45.90338863,-59.96655464
Prudent,Canada,Nova Scotia,,45.91539246,-59.96835709
Cí©líÂbre,Canada,Nova Scotia,,45.9147356,-59.97024536
Englishtown,Canada,Nova Scotia,,46.29079089,-60.54531097
Louise P,Canada,New Brunswick,,47.83464965,-65.03365517
Patricia Lake,Canada,Alberta,,52.90652088,-118.0953884
Grande í_le,Canada,Quebec,,50.18047089,-63.88326645
ípave,Canada,Quebec,,49.32117796,-67.58454323
Unisol,Canada,Quebec,,48.33793775,-64.66544151
Brise Lame,Canada,Quebec,,48.09923488,-66.12859726
Guian,Canada,Quebec,,48.33913588,-64.66690063
Barge,Canada,Quebec,,49.10145136,-66.68675423
Blehem,Canada,Quebec,,48.4141059,-68.8866806
Empress of Ireland,Canada,Quebec,,48.62177167,-68.40637833
Germanicus,Canada,Quebec,,48.41347923,-68.8858223
Paradis Marin,Canada,Quebec,,48.27890902,-69.45187569
Vieux Quai du Franquelin,Canada,Quebec,,49.27894861,-67.94185638
Vieux Quai du Godbout,Canada,Quebec,,49.32116397,-67.58949995
Octopus Ghetto,Canada,British Columbia,Lower Mainland,49.78181481,-124.2179972
Escoumins,Canada,Quebec,,48.32059729,-69.4116962
Quartzite Lake,Canada,Newfoundland Labrador,,52.94063415,-66.93207979
Lock 21,Canada,Ontario,,44.99764277,-74.89909351
Charles P  Minch,Canada,Ontario,Lake Huron,45.29453555,-81.71118021
Two Jack Lake,Canada,Alberta,,51.22852898,-115.4958451
Lake Minnewanka,Canada,Alberta,,51.24421416,-115.4950619
Forget me not pond,Canada,Alberta,,50.79761483,-114.8475659
HMCS Columbia,Canada,British Columbia,,50.13225042,-125.3365213
Maple Bay,Canada,British Columbia,Vancouver Island,48.81459307,-123.6090553
China Creek Wall,Canada,British Columbia,Vancouver Island,49.14975,-124.7913083
China Creek Wreck,Canada,British Columbia,Vancouver Island,49.15015833,-124.7923167
Portier Pass,Canada,British Columbia,Vancouver Island,49.01456788,-123.5894966
Copper Cliffs,Canada,British Columbia,,50.09826389,-125.2711528
Forest Island - North End,Canada,British Columbia,Vancouver Island,48.66388889,-123.3383333
Mosses Point,Canada,British Columbia,Vancouver Island,48.68961111,-123.4854167
Discovery Island Western Wall,Canada,British Columbia,Vancouver Island,48.41888889,-123.2434583
Clover Point,Canada,British Columbia,Vancouver Island,48.40361111,-123.3494444
Elliot s Beach Park,Canada,British Columbia,Vancouver Island,48.9875,-123.7611111
Break Water Island,Canada,British Columbia,Vancouver Island,49.12944444,-123.68475
Octopus City,Canada,British Columbia,Lower Mainland,49.78185291,-124.21929
Rocky Point,Canada,British Columbia,Vancouver Island,49.23974444,-123.9900556
Braemar Avenue,Canada,British Columbia,Vancouver Island,48.63376667,-123.4776389
Saxe Point,Canada,British Columbia,Vancouver Island,48.42256111,-123.4199639
Port McNeill,Canada,British Columbia,Vancouver Island,50.59090833,-127.0523611
McKenzie Bight,Canada,British Columbia,Vancouver Island,48.56261111,-123.49875
Ten Mile Point,Canada,British Columbia,Vancouver Island,48.45568333,-123.2658889
Sidney Waterfront,Canada,British Columbia,Vancouver Island,48.64821667,-123.3934944
GB Church,Canada,British Columbia,Vancouver Island,48.72205,-123.35565
Dolphin Beach,Canada,British Columbia,Vancouver Island,49.29051944,-124.1410944
Deep Cove,Canada,British Columbia,Vancouver Island,48.680875,-123.4805778
Bear Cove,Canada,British Columbia,Vancouver Island,50.72288611,-127.4580194
Conestoga Wreck,Canada,Ontario,,44.77944444,-75.39277778
Madrona Point,Canada,British Columbia,Vancouver Island,49.31338056,-124.2421556
Henderson Point,Canada,British Columbia,Vancouver Island,48.59783056,-123.48085
Willis Point,Canada,British Columbia,Vancouver Island,48.57524167,-123.4785472
Neck Point,Canada,British Columbia,Vancouver Island,49.23661667,-123.9637278
Browning Wall,Canada,British Columbia,Vancouver Island,50.84678333,-127.6432
Keystorm,Canada,Ontario,,44.42968333,-75.82255
Emerald Bay,Canada,Alberta,,49.05622875,-113.9091468
City of Sheboygan,Canada,Ontario,Lake Ontario,44.07596667,-76.73446667
Wolf Islander II Wreck,Canada,Ontario,Lake Ontario,44.22533333,-76.41695
Comet,Canada,Ontario,Lake Ontario,44.13865,-76.58403333
Muscallonge,Canada,Ontario,,44.604157,-75.653572
Nakwakto Rapids,Canada,British Columbia,,51.09658252,-127.5032258
Flintkote Quarry,Canada,Quebec,,46.12715116,-71.27732277
Vanlene,Canada,British Columbia,Vancouver Island,48.86036694,-125.3127193
Pill point wall,Canada,British Columbia,Vancouver Island,48.96475135,-125.0760627
Porteau Cove,Canada,British Columbia,Lower Mainland,49.5599823,-123.2355416
Kyen point,Canada,British Columbia,Vancouver Island,48.95317012,-125.1917839
Renate s reef,Canada,British Columbia,Vancouver Island,48.90941331,-125.1885223
Tyler rock,Canada,British Columbia,Vancouver Island,48.95057736,-125.0331688
W L  Wetmore,Canada,Ontario,Lake Huron,45.26568985,-81.70899689
Bowyer Island,Canada,British Columbia,Lower Mainland,49.41944678,-123.2683825
Rendezvous House Reef,Canada,British Columbia,Vancouver Island,48.96887177,-125.0229442
Pam Rocks,Canada,British Columbia,Lower Mainland,49.48328056,-123.2849083
Ansell Place,Canada,British Columbia,Lower Mainland,49.39593492,-123.2515919
Coopers Green,Canada,British Columbia,Lower Mainland,49.50468741,-123.9102459
Xihwu  Key-Quot,Canada,British Columbia,Vancouver Island,48.9357,-123.7188333
Boutiliers Point,Canada,Nova Scotia,,44.6565635,-63.94641772
Quathiaski Cove,Canada,British Columbia,,50.04942341,-125.2223396
Whytecliff Park,Canada,British Columbia,Lower Mainland,49.37189484,-123.2916319
Kelvin Grove,Canada,British Columbia,Lower Mainland,49.45027158,-123.2399619
Morrison Quarry,Canada,Quebec,,45.61319688,-75.9084034
The Niagara II,Canada,Ontario,Lake Huron,45.25120486,-81.59683228
Snake Island,Canada,British Columbia,Vancouver Island,49.21704347,-123.8928008
The Henry C  Daryaw,Canada,Ontario,,44.5265,-75.76356667
The JC Morrison,Canada,Ontario,,44.37774703,-79.68772173
The Lillie Parsons,Canada,Ontario,,44.5563,-75.71918333
The Forest City,Canada,Ontario,Lake Huron,45.31642614,-81.55990362
The Arabia,Canada,Ontario,Lake Huron,45.31972222,-81.67888889
Edith Lake,Canada,Alberta,,52.90705,-118.0462167
HMCS Saskatchewan,Canada,British Columbia,Vancouver Island,49.216,-123.8845
HMCS Cape Breton,Canada,British Columbia,Vancouver Island,49.21466667,-123.88445
Ogden Point Breakwater,Canada,British Columbia,Vancouver Island,48.41481801,-123.3848333
Albert Head Lagoon,Canada,British Columbia,Vancouver Island,48.396015,-123.488882
McNeill Point,Canada,British Columbia,Vancouver Island,48.410973,-123.306975
Baja Casualidad,Chile,Zapallar,,-32.12736715,-71.52654659
Remolacador Caupolican,Chile,Quintay,,-33.02492871,-71.6289711
Blanco Encalada,Chile,,,-27.06023409,-70.82880378
Caleta la arena,Chile,Puerto Montt,,-41.69279933,-72.64617205
Isla Quenu,Chile,Golfo de Ancud,,-41.82813035,-73.13907623
Cantil del Mareado,Chile,,,-39.53448522,-72.10658669
La Lobera,Chile,Islas Choros-Dama,,-29.2814339,-71.53874159
La Pared,Chile,Islas Choros-Dama,,-29.25041682,-71.54221237
El Acuario de Santa Marí_a,Chile,Antofagasta,,-23.47423889,-70.62212778
Marí_a Elizabeth Wreck,Chile,Antofagasta,,-23.64091944,-70.40675
Bajos del Tiburí_n,Chile,Islas Choros-Dama,,-29.26377778,-71.5268
Vapor Lima,Chile,Antofagasta,,-23.36347222,-70.61426389
Pared Sur,Chile,Antofagasta,,-23.45379167,-70.61266111
Roca Alfa,Chile,Islas Choros-Dama,,-29.23499722,-71.54269444
Lynch Wreck,Chile,,,-29.20820278,-71.49160556
El Pangal,Chile,,,-33.64112778,-78.81788333
Roca Chungungo,Chile,Antofagasta,,-23.46402383,-70.61696291
El Buey,Chile,Antofagasta,,-23.40067749,-70.61115861
Jardines de Copetí_n,Chile,Antofagasta,,-23.33645363,-70.59182525
Lobera de Curaumilla,Chile,Quintay,,-33.10000841,-71.74423099
La Isla,Chile,Quintay,,-33.19109688,-71.70437336
La Portada,Chile,Antofagasta,,-23.50760556,-70.42731111
Colin s double strike,Chile,Antofagasta,,-23.49807222,-70.62155
The Moai Trail,Chile,Antofagasta,,-23.46961944,-70.61888889
The trail of the Moai,Chile,Antofagasta,,-23.46961944,-70.61888889
The sunken reef,Chile,Antofagasta,,-23.46980556,-70.61970833
Acapulco Beach,Chile,Antofagasta,,-23.51552222,-70.53001111
Cauldron of Death,Chile,Antofagasta,,-23.467025,-70.61779444
The Abyss,Chile,Antofagasta,,-23.46808056,-70.61891111
La Isla Seca,Chile,Zapallar,,-32.58808002,-71.45589352
The beach,Chile,Antofagasta,,-23.46334722,-70.61461389
Anemone Wall,Chile,Antofagasta,,-23.47070556,-70.62046111
La Catedral,Chile,Zapallar,,-32.47575,-71.43883333
Los Molles,Chile,Zapallar,,-32.23819444,-71.51098889
Bajo el Cerro de la Cruz,Chile,Zapallar,,-32.55186667,-71.47391667
Bajo Playa Chica,Chile,Quintay,,-33.21152778,-71.704
La Caldera,Chile,Quintay,,-33.19163889,-71.70211111
Los Jardines,Chile,Quintay,,-33.18825,-71.70041667
El Falucho,Chile,Quintay,,-33.19055556,-71.70213889
El Fraile,Chile,Quintay,,-33.17886742,-71.72956467
Bahia Aguacate,Colombia,Caribbean,,8.617067987,-77.32621908
Punta Granate,Colombia,Caribbean,Santa Marta,11.2901,-74.19585
Pescera Tayrona,Colombia,Caribbean,Santa Marta,11.29628,-74.19238
Punta del Cabo,Colombia,Caribbean,,8.668511954,-77.35748291
Isla Pavitos,Colombia,Caribbean,Islas del Rosario,10.17279001,-75.76849937
Picua,Colombia,Caribbean,Archipielago de San Bernardo,9.864722222,-75.87972222
El Planchí_n,Colombia,Caribbean,Isla Fuerte,9.344083333,-76.1799
Burbujas,Colombia,Caribbean,Isla Fuerte,9.402333333,-76.26366667
Bajo Bushnell,Colombia,Caribbean,Isla Fuerte,9.423066667,-76.3512
Alex Place,Colombia,Caribbean,Islas del Rosario,10.1762326,-75.75888634
Imelda,Colombia,Caribbean,Islas del Rosario,10.15308411,-75.70129395
Isla Gloria,Colombia,Caribbean,Islas del Rosario,10.17521884,-75.75914383
Punta Aguacate,Colombia,Caribbean,,8.620568521,-77.32495308
Salidero,Colombia,Caribbean,Santa Marta,11.31016951,-74.19288397
Grieta Isla Narza,Colombia,Caribbean,,8.640255766,-77.33748436
Salmedina,Colombia,Caribbean,Cartagena,10.35485854,-75.63829422
West view,Colombia,Caribbean,San Andres,12.52061008,-81.72926903
Puerto Naito Baru,Colombia,Caribbean,Islas del Rosario,10.23518397,-75.60618281
La Bocana,Colombia,Caribbean,Cartagena,10.4775364,-75.47899246
Turtle Rock,Colombia,Caribbean,Old Providence,13.37893166,-81.40663147
Blue Diamond,Colombia,Caribbean,San Andres,12.53679142,-81.73545957
El Oasis,Colombia,Caribbean,San Andres,12.54099107,-81.68746948
Big Channel,Colombia,Caribbean,San Andres,12.60901374,-81.67579651
Punta Norte,Colombia,Caribbean,San Andres,12.59879473,-81.7127037
West Point,Colombia,Caribbean,San Andres,12.4944036,-81.73965454
La Parguera,Colombia,Caribbean,San Andres,12.55556887,-81.659832
Blue Wall,Colombia,Caribbean,San Andres,12.49725271,-81.71047211
Las Piedras,Colombia,Caribbean,San Andres,12.50362121,-81.7096138
Trampa Tortuga,Colombia,Caribbean,San Andres,12.53914784,-81.65948868
La Piramide,Colombia,Caribbean,San Andres,12.58310421,-81.68352664
Peí±on Bobo,Colombia,Caribbean,,8.650523275,-77.34718323
Morrito Largo,Colombia,Caribbean,,11.3177126,-74.20306563
Caribaru,Colombia,Caribbean,Islas del Rosario,10.16930513,-75.75468063
Punta Baru,Colombia,Caribbean,Islas del Rosario,10.12587827,-75.7050705
Shark Bay,Ecuador,Galapagos,Wolf Island,1.38844906,-91.8157053
Cousin Rock,Ecuador,Galapagos,,-0.281015579,-90.55225179
Bahia Tiburones,Ecuador,Galapagos,Wolf Island,1.384716667,-91.81273333
Seymour North,Ecuador,Galapagos,Santa Cruz Island,-0.383316667,-90.28581667
Corona del Diablo,Ecuador,Galapagos,Santa Maria Island,-1.216616667,-90.42181667
Champion,Ecuador,Galapagos,Santa Maria Island,-1.238733333,-90.38425
Enderby,Ecuador,Galapagos,Santa Maria Island,-1.231747151,-90.36280632
Mosqueras,Ecuador,Galapagos,Santa Cruz Island,-0.404666874,-90.27819872
Seymour Channel,Ecuador,Galapagos,Santa Cruz Island,-0.411640441,-90.29027939
Kicker Rock,Ecuador,Galapagos,San Cristobal Island,-0.778347222,-89.51888889
Plaza islands,Ecuador,Galapagos,Santa Cruz Island,-0.581954248,-90.16351819
Gordon s Rock,Ecuador,Galapagos,Santa Cruz Island,-0.566993638,-90.14304221
Anchorage,Ecuador,Galapagos,Wolf Island,1.380238533,-91.81877375
Cape Douglas,Ecuador,Galapagos,Isabela Island,-0.302551771,-91.65580273
Tortuga Island,Ecuador,Galapagos,Isabela Island,-1.029698252,-90.87242603
4 Hermanos,Ecuador,Galapagos,Isabela Island,-0.851966932,-90.8096838
Punta Morena,Ecuador,Galapagos,Isabela Island,-0.687383333,-91.32043333
Elizabeth Bay,Ecuador,Galapagos,Isabela Island,-0.604665976,-91.08678818
Tagus Cove,Ecuador,Galapagos,Isabela Island,-0.260205567,-91.37147248
Cape Marshall,Ecuador,Galapagos,Isabela Island,0.138122902,-91.31878853
Punta Albemarle,Ecuador,Galapagos,Isabela Island,0.167197944,-91.34076118
Roca Redonda,Ecuador,Galapagos,Isabela Island,0.2711,-91.62403333
The Rock,Ecuador,Galapagos,Wolf Island,1.373427689,-91.82566166
Hat Island,Ecuador,Galapagos,Wolf Island,1.396949151,-91.8236661
Pinaculos,Ecuador,Galapagos,Wolf Island,1.395490462,-91.81785107
Channel,Ecuador,Galapagos,Darwin Island,1.672409466,-91.99202299
Darwin s Arch,Ecuador,Galapagos,Darwin Island,1.670452287,-91.9900918
Punta Vincente Roca,Ecuador,Galapagos,Isabela Island,-0.0499,-91.5578
Landslide Wall,Ecuador,Galapagos,Wolf Island,1.383670762,-91.81107044
Tower Rock,Ecuador,Galapagos,Darwin Island,1.677685798,-92.00858831
El Arrecife,Colombia,Pacific,Isla de Malpelo,4.004342673,-81.60408497
El remanso,Colombia,Pacific,Gorgona Island,2.940297947,-78.20128441
La tiburonera,Colombia,Pacific,Gorgona Island,2.933183356,-78.20952415
Los Gemelos,Colombia,Pacific,Isla de Malpelo,3.997193276,-81.60859108
Punta Machalilla,Ecuador,La Costa,Isla de la plata,-1.285807434,-81.08725548
Los Ahorcados,Ecuador,La Costa,,-1.677857386,-80.83529949
Isla Salango,Ecuador,La Costa,,-1.592554984,-80.8632803
El Pelado,Ecuador,La Costa,,-1.935083333,-80.78943333
Llaviucu,Ecuador,La Sierra,,-2.844708376,-79.14620583
Isla grande,Peru,,,-11.756348,-77.2845
Punta Naplo,Peru,,,-12.47298185,-76.79293156
El Dado,Peru,,,-12.47998994,-76.80374622
Palomino Island,Peru,,,-12.12711036,-77.23152637
El chuncho ucusana,Peru,,,-12.47278281,-76.79941177
Cantera El carpincho,Argentina,Buenos Aires Las Pampas,,-35.13937741,-58.25964725
Bosque sumergido,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.18143328,-64.27463293
Aquarium - Mar del Plata,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.0939415,-57.54389226
Embalse Rio III,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.17415949,-64.47841644
Tosquera Tarola,Argentina,Buenos Aires Las Pampas,Buenos Aires,-34.4016958,-58.68277431
Cantera Villa Monica,Argentina,Buenos Aires Las Pampas,Buenos Aires,-36.90220503,-60.14027596
Pozo del Tio,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.08527778,-57.36388889
Lago del Sol,Argentina,Buenos Aires Las Pampas,Buenos Aires,-34.39759707,-58.68788123
Tosquera La Saladita,Argentina,Buenos Aires Las Pampas,Buenos Aires,-34.67087183,-58.34022403
Camping Cerro Pelado,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.20469006,-64.64928925
Isla Cerro Pelado,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.20406366,-64.66008246
Banco del Medio,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.11524581,-57.51068115
Banco Patria,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.13611111,-57.25694444
Restinga del Faro,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.11460278,-57.54115833
Banco de Pescadores,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.13619444,-57.51013889
Escollera Norte,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.03635462,-57.5249666
Embalse de Rio III - 2da Usina,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.17184374,-64.38478589
Laguna Azul,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-31.3292442,-64.32621717
Cerro Pelado,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.20472222,-64.66555556
Dique Piedras Moras - La Cascada,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.1844752,-64.30033922
Dique Piedras Moras - La Bomba,Argentina,Buenos Aires Las Pampas,Lagos Cordobeses,-32.18131523,-64.27426279
Banco de Afuera,Argentina,Buenos Aires Las Pampas,Mar del Plata,-38.24043611,-57.45893611
Dique Valle Grande,Argentina,Cuyo Mendoza,,-34.83599046,-68.52060212
Dique Los Reyunos,Argentina,Cuyo Mendoza,,-34.57839148,-68.7045747
Laguna Valle Hermoso,Argentina,Cuyo Mendoza,,-35.15937188,-70.20656347
Pozos de Carapacho,Argentina,Cuyo Mendoza,,-35.72853769,-69.19507027
Dique La Florida,Argentina,Cuyo Mendoza,,-33.11418993,-66.00512981
Dique Potrerillos,Argentina,Cuyo Mendoza,,-32.98714444,-69.16575833
La Nina Encantada,Argentina,Cuyo Mendoza,,-35.15998588,-69.86973166
Boyas Blancas,Argentina,Iguazu Corientes Selvas,,-27.32321801,-58.5998565
Laguna Totora,Argentina,Iguazu Corientes Selvas,,-27.36650791,-58.50241184
Paraje Rincí_n,Argentina,Iguazu Corientes Selvas,,-27.30294195,-58.55116904
Dique Valle Grande,Argentina,Cuyo Mendoza,,-34.83599046,-68.52060212
Dique Los Reyunos,Argentina,Cuyo Mendoza,,-34.57839148,-68.7045747
Laguna Valle Hermoso,Argentina,Cuyo Mendoza,,-35.15937188,-70.20656347
Pozos de Carapacho,Argentina,Cuyo Mendoza,,-35.72853769,-69.19507027
